Marathi_Word,Frequency
मस्तकहीन,2
अंगमळापासून,2
क्रांतिकाऱ्यांनी,2
वॉर्सो,2
धडावर,2
नाते,2
उष्णतेच्या,2
यानात,2
आख्यायिकेप्रमाणे,2
हेमंतातील,2
बुखारेस्ट,2
बचसंहिंदू,2
मध्यास,2
बसूनी,2
स्कंदपुराणाच्या,2
वावा,2
धर्तीवर,2
शासनातील,2
घटनात्मक,2
हाडे,2
कृपाशंकर,2
राज्यसभेत,2
प्रकरण,2
पार्वतीचा,2
१९०५,2
लोहदंड,2
परिवार,2
तमीळ,2
शहरच्या,2
अहिर,2
तंत्रे,2
नागांव,2
उत्तीर्ण,2
कोळमकर,2
अनिच्छा,2
इच्छुक,2
माणसांनाच,2
बृहद्धर्मपुराण,2
कैफियत,2
राखले,2
निवडतात,2
जगन्नाथ,2
स्थापनेचा,2
पाणम्हशी,2
यलो,2
हरणे,2
शाळांमधील,2
वॉर्सोच्या,2
आल्याची,2
५६०,2
चंद्राशी,2
कायमसाठी,2
कलिना,2
मतदारसंघांतून,2
नेरकर,2
फुंकले,2
पुत्राची,2
अस्लम,2
सखी,2
विद्यापीठांनी,2
असिस्ट,2
अपमानित,2
जाळला,2
झुगारून,2
किशोरवयीन,2
बकरी,2
पंढरीची,2
नॉर्मंडीची,2
गेंड्यांचे,2
देवीपुराण,2
लॅटर,2
घराच्या,2
जम,2
बसवल्यावर,2
दिंडोशी,2
कोब्रा,2
कर्झन,2
वाघांबद्दल,2
वायकर,2
वेणीमाधव,2
संशोधनाची,2
मिंलिंद,2
१६४०,2
स्तरात,2
पुस्तकातील,2
एकाधिक,2
हांडोरे,2
सभासदांना,2
आंबडवे,2
राज्यसभेतील,2
अणुशक्तीनगर,2
अतिनील,2
होकार,2
झाडामागे,2
नसीम,2
स्त्रीने,2
मुंडके,2
गिरीधर,2
मोहित,2
कुमारास,2
चांदिवली,2
पीकॉक,2
धर्मीयांचे,2
खोसा,2
भीषण,2
पृष्ठभागाचा,2
स्नानास,2
उल्फा,2
जयदत्त,2
बकुळ,2
३८१,2
गाडीवर,2
१६हे,2
गोरखा,2
उकळून,2
फेब्रुवारीच्या,2
गणेशपूजा,2
चित्रगीत,2
२मालिकावीर,2
सातव,2
शाळेला,2
आवडीने,2
एरंड,2
शहरांकडे,2
तुलसी,2
उपोषणाने,2
चित्रपटांची,2
कळमनुरी,2
सुदर्शन,2
तुवरक,2
पुराणांतील,2
फलंदाजीची,2
दांडेगावकर,2
सल्फर,2
संप्रदायाची,2
गंधक,2
झूमे,2
१फलंदाजी,2
आकाराच्या,2
बोर्डीकर,2
मांदियाळी,2
धूम्रवर्ण,2
जिंकण्यासाठी,2
गजवक्त्र,2
वंशातील,2
पाथरी,2
गंगाखेड,2
वस्तूचे,2
पत्नीने,2
हाताळून,2
ब्रह्मणस्पती,2
वाड्याच्या,2
साध्य,2
मिळवतात,2
तलावांनी,2
रामप्रसाद,2
जिंतूर,2
पाणबुडीत,2
रंगभूमी,2
जळगांव,2
इत्यादींची,2
नभीचा,2
निसर्गात,2
चपोरी,2
हाताने,2
पेनाल्टी,2
निरीक्षकाने,2
रॉबेन,2
धोंडगे,2
दर्बानप्रेक्षक,2
विश्वचषकासाठी,2
शंकरअण्णा,2
नागर,2
शिवाई,2
विजेत्या,2
प्लूटोवरील,2
पोकर्णा,2
शाकंभरी,2
२००८मध्ये,2
ओमप्रकाश,2
नायगाव,2
वनदेवी,2
पुरामुळे,2
परीक्षेत,2
विशेषज्ञ,2
उगवतो,2
यमाई,2
थेरगाव,2
मिळवित,2
हदगाव,2
जाणवते,2
किनवट,2
जोडीचे,2
जारे,2
संदर्भांचे,2
६४१,2
कारकिर्दी,2
चलो,2
बसमत,2
अण्णांची,2
एकसारखे,2
फाळके,2
कोराईगड,2
कोणालाच,2
पाणवठ्यांवर,2
स्थानकांवर,2
बेटमोगरेकर,2
हनुमंत,2
देगलूर,2
मुजुमदार,2
मुलींची,2
स्टेशनवर,2
रॉबिन्हो,2
कक्षेच्या,2
मुखेड,2
अंतापूरकर,2
अंगाने,2
हल्लेखोरांना,2
तेथूनच,2
उदयपूर,2
रेंगे,2
गणपतये,2
नमः,2
११व्या,2
पकडल्या,2
वाकचौरे,2
बालेवाडी,2
कॉन्झर्वेशन,2
याबरोबरच,2
बंदीवासात,2
सालाच्या,2
वक्र,2
पिल्लांना,2
ज्याचे,2
गणपतीला,2
कसबे,2
उपटला,2
दर्डा,2
भजी,2
शिरसाट,2
मिश्रण,2
अर्थाने,2
२०१७ची,2
तृणभक्षक,2
तुपात,2
नियंत्रणात,2
फुलंब्री,2
स्टडीज,2
दरवेळी,2
डाळ,2
लेखनिक,2
यांत्रिकी,2
बॅस्टोइन,2
पण्डित,2
आसामच्या,2
खळे,2
अंमलबजावणीमुळे,2
झालेल्यांचा,2
बाधांचा,2
कारवाईचा,2
पूयोल,2
विघ्नराज,2
लांबडे,2
चिवडा,2
वैजापूर,2
उदर,2
सोळंके,2
माजलगाव,2
शिकाऱ्यांच्या,2
भग्न,2
भाकरी,2
आढळू,2
भाजी,2
बदामराव,2
गेवराई,2
पोळी,2
जिल्ह्यांमध्ये,2
रायभान,2
बढती,2
आकारामुळे,2
दें,2
तंत्रज्ञ,2
पेरेरा,2
वस्तुमानाइतके,2
कील,2
जेठलिया,2
सुना,2
विज्ञानाचा,2
घातलेला,2
विरोधातील,2
परिणामात,2
इचिगो,2
सभोवती,2
हत्तीच्या,2
फलज्योतिष,2
३आंतरराष्ट्रीय,2
सुरेशकुमार,2
डॅन्यूब,2
ग्विलिन,2
परतूर,2
छतावर,2
राजवटीचा,2
दिफ्लु,2
दर्शनी,2
प्राण्यांसाठी,2
कालात,2
घृत,2
४२९,2
बता,2
मुझको,2
पार्वतीपुत्र,2
मेरियाना,2
साठ,2
सैपान,2
तिनियान,2
स्पेलिंग,2
मालवाहतुकीसाठी,2
अतिसूक्ष्मतंत्रज्ञान,2
पाहिल्याप्रमाणे,2
पहावयास,2
गोरंट्याल,2
सिल्लोड,2
ज्योतिर्लिंगांपैकी,2
मॅकआर्थरचे,2
भोकरदन,2
सांबरे,2
धामनकर,2
२१ला,2
बदनापूर,2
हुरा,2
मयूरेश्वर,2
पंधराव्या,2
रोगांमध्ये,2
बहुपत्,2
भदे,2
शस्त्रास्त्रांचे,2
घुमा,2
सीएफसी,2
नं,2
सुमन,2
